user_id,age_category,Category 01,Category 02,Category 03,Category 04,Category 05,Category 06,Category 07,Category 08,Category 09,Category 10,Category 11,Category 12,Category 13,Category 14,Category 15,Category 16,Category 17,Category 18,Category 19,Category 20,ads_activity,surf_depth,primary_device,cloud_usage
9f47-a23d576c8620f14eeb06-54bac5c4,4,18.0,22.0,15.0,3.0,8.0,8.0,5.0,22.0,20.0,11.0,11.0,0.0,17.0,13.0,2.0,6.0,10.0,11.0,17.0,8.0,часто,поверхностно,планшет,True
9f4c-da0d1fcafebcb03f3039-8dd775dd,2,8.0,31.0,0.0,20.0,9.0,25.0,39.0,19.0,10.0,11.0,12.0,36.0,1.0,28.0,22.0,26.0,9.0,13.0,20.0,18.0,умеренно,средне,смартфон,True
9f63-1c8e48246848b348320c-cb8e8004,0,11.0,7.0,37.0,13.0,9.0,29.0,23.0,17.0,13.0,13.0,10.0,18.0,27.0,12.0,0.0,14.0,5.0,26.0,24.0,23.0,редко,поверхностно,смартфон,True
9f6f-6659a87cea00407968aa-06eb8aaa,4,12.0,14.0,25.0,11.0,17.0,3.0,18.0,12.0,4.0,5.0,5.0,0.0,40.0,3.0,12.0,10.0,12.0,14.0,5.0,11.0,часто,средне,ноутбук,False
9f96-a8fbd61579250a6059c5-71a83ce5,2,16.0,23.0,6.0,7.0,10.0,19.0,21.0,14.0,11.0,16.0,15.0,16.0,0.0,19.0,6.0,13.0,14.0,10.0,15.0,12.0,умеренно,средне,ноутбук,False
9fc6-33344813a4db9654eefd-caba68be,3,8.0,18.0,0.0,10.0,13.0,15.0,9.0,19.0,9.0,8.0,8.0,13.0,1.0,14.0,3.0,6.0,4.0,6.0,8.0,8.0,редко,поверхностно,ПК,True
9fca-17560c4846a663d912f4-e43b3280,0,5.0,6.0,7.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,8.0,8.0,0.0,7.0,5.0,7.0,6.0,9.0,5.0,5.0,очень часто,поверхностно,смартфон,False
9fe2-89953fc5cf571987a191-2afe3ff8,4,25.0,9.0,30.0,6.0,14.0,3.0,8.0,12.0,28.0,6.0,6.0,9.0,0.0,3.0,11.0,8.0,7.0,15.0,14.0,3.0,часто,поверхностно,смартфон,False
9fec-7c4ab36a379bbd71e3b9-7243dd8e,2,14.0,0.0,13.0,2.0,0.0,3.0,8.0,11.0,9.0,5.0,3.0,5.0,4.0,0.0,7.0,1.0,5.0,2.0,8.0,6.0,редко,поверхностно,смартфон,True
a00c-7becdc0aaece087b0e15-e5ccef44,3,25.0,10.0,46.0,23.0,16.0,18.0,12.0,15.0,16.0,16.0,15.0,12.0,0.0,20.0,28.0,21.0,2.0,21.0,17.0,5.0,часто,глубоко,ПК,False
a04d-acb36e10424598578e0f-b25f585c,1,7.0,9.0,11.0,5.0,10.0,2.0,9.0,0.0,0.0,7.0,5.0,4.0,11.0,3.0,0.0,2.0,2.0,0.0,7.0,6.0,умеренно,средне,смартфон,True
a04f-f7496837a0ad1742285d-e61e5ee6,4,12.0,1.0,9.0,10.0,8.0,5.0,2.0,11.0,1.0,8.0,1.0,8.0,0.0,11.0,11.0,10.0,8.0,10.0,14.0,20.0,редко,поверхностно,смартфон,True
a051-39817fd1153a3b469dda-d52802b9,4,6.0,1.0,4.0,2.0,10.0,1.0,0.0,6.0,19.0,7.0,1.0,1.0,14.0,6.0,3.0,7.0,15.0,13.0,7.0,5.0,очень редко,поверхностно,ноутбук,False
a05a-5cc5900ff4af59cabe88-28777867,4,13.0,8.0,6.0,11.0,9.0,3.0,7.0,13.0,11.0,7.0,4.0,3.0,9.0,5.0,4.0,0.0,7.0,15.0,4.0,7.0,очень редко,средне,ноутбук,False
a07c-8be8074c9a5c581a9eac-c5fc19a8,4,5.0,1.0,16.0,4.0,9.0,4.0,11.0,6.0,4.0,25.0,3.0,2.0,21.0,0.0,3.0,2.0,7.0,2.0,12.0,4.0,умеренно,поверхностно,смартфон,False
a086-cd310b33a6d3e6dae52d-631a9857,4,8.0,4.0,0.0,11.0,10.0,4.0,4.0,8.0,5.0,7.0,6.0,0.0,6.0,3.0,4.0,6.0,10.0,9.0,0.0,6.0,очень редко,средне,ноутбук,False
a086-ee0f0af4b4342cdb8d37-b6d7a4ea,4,0.0,13.0,2.0,12.0,10.0,13.0,6.0,15.0,10.0,20.0,7.0,18.0,30.0,4.0,11.0,10.0,13.0,10.0,19.0,11.0,редко,поверхностно,ПК,True
a0b0-b811ffede71fa2a91313-1e3ccd12,2,10.0,18.0,0.0,4.0,13.0,13.0,19.0,15.0,7.0,14.0,12.0,12.0,0.0,7.0,15.0,7.0,4.0,8.0,4.0,6.0,умеренно,средне,ноутбук,False
a0bc-dc36cf169a469f67d8fc-52800521,2,5.0,16.0,9.0,17.0,9.0,23.0,11.0,13.0,16.0,7.0,14.0,18.0,0.0,19.0,7.0,20.0,10.0,10.0,10.0,5.0,умеренно,средне,смартфон,True
a0e7-ed1c4582d38212258b3f-47a8b8ec,4,17.0,0.0,32.0,1.0,14.0,5.0,10.0,15.0,21.0,6.0,7.0,7.0,5.0,4.0,6.0,8.0,19.0,11.0,7.0,7.0,умеренно,поверхностно,ПК,True
a0f2-be25d2314502c52efaad-9b9e4f3e,1,15.0,24.0,0.0,30.0,25.0,25.0,12.0,24.0,14.0,15.0,20.0,23.0,28.0,24.0,18.0,18.0,18.0,32.0,8.0,22.0,редко,средне,смартфон,False
a0f5-c5eaa9eb6164f79e73b4-3b2502ea,2,14.0,10.0,25.0,5.0,9.0,4.0,24.0,9.0,0.0,19.0,2.0,2.0,14.0,6.0,21.0,6.0,8.0,0.0,16.0,17.0,редко,глубоко,смартфон,True
a116-ee249d606ab8e2bc74e6-638d167e,2,10.0,13.0,0.0,10.0,14.0,9.0,12.0,23.0,6.0,12.0,10.0,20.0,9.0,15.0,14.0,14.0,5.0,18.0,13.0,20.0,умеренно,средне,смартфон,True
a117-21cf26a6723866cebe53-c308f54a,2,11.0,5.0,14.0,13.0,9.0,4.0,18.0,14.0,4.0,10.0,11.0,5.0,4.0,12.0,12.0,2.0,0.0,11.0,11.0,9.0,редко,поверхностно,ноутбук,True
a123-6f501409eeb07f5f1aed-1c9b5d7c,2,5.0,4.0,15.0,4.0,7.0,7.0,10.0,7.0,1.0,4.0,12.0,4.0,11.0,8.0,0.0,16.0,4.0,8.0,10.0,3.0,редко,поверхностно,смартфон,True
a126-c97a3a13800302b32461-4d3c85c5,2,5.0,14.0,0.0,3.0,9.0,7.0,10.0,16.0,7.0,4.0,10.0,13.0,9.0,5.0,5.0,10.0,5.0,6.0,6.0,11.0,умеренно,средне,смартфон,True
a129-2122c6c26184ffd5eeed-b6d7eca9,4,0.0,11.0,1.0,22.0,24.0,12.0,9.0,6.0,13.0,12.0,4.0,21.0,39.0,7.0,12.0,5.0,35.0,13.0,15.0,17.0,умеренно,поверхностно,смартфон,False
a12a-2b4db9de04b272ed289c-3ecbd2a8,0,9.0,4.0,10.0,2.0,4.0,2.0,7.0,7.0,1.0,3.0,3.0,11.0,0.0,8.0,6.0,5.0,2.0,10.0,5.0,2.0,умеренно,поверхностно,смартфон,False
a12f-6b04e85a5e9ca69d3224-4885b176,2,4.0,8.0,1.0,5.0,5.0,9.0,10.0,4.0,0.0,5.0,9.0,11.0,1.0,5.0,2.0,6.0,7.0,1.0,3.0,5.0,очень часто,поверхностно,смартфон,True
a138-8ef7b9d441c150b0940d-10e8c6a0,4,11.0,0.0,21.0,0.0,12.0,3.0,6.0,13.0,5.0,2.0,4.0,1.0,0.0,1.0,7.0,4.0,3.0,8.0,3.0,1.0,очень редко,средне,ПК,False
a13b-825a16070d99c0fb28f4-d1215b91,2,4.0,18.0,24.0,1.0,24.0,21.0,16.0,9.0,5.0,7.0,21.0,10.0,2.0,17.0,4.0,31.0,5.0,7.0,5.0,0.0,умеренно,глубоко,смартфон,True
a13c-a84242331f7f681f047f-5c87738e,3,10.0,5.0,8.0,8.0,9.0,10.0,4.0,7.0,8.0,9.0,17.0,9.0,0.0,11.0,10.0,15.0,5.0,14.0,9.0,6.0,редко,средне,смартфон,False
a13d-b6c5f07fd138fb26bf22-0d3fbb97,4,15.0,2.0,14.0,3.0,13.0,6.0,0.0,14.0,7.0,6.0,4.0,9.0,4.0,6.0,4.0,11.0,10.0,15.0,3.0,0.0,редко,средне,смартфон,False
a140-0534ca10b6c78cf977d3-9a64ab98,0,4.0,8.0,5.0,16.0,16.0,16.0,2.0,8.0,6.0,3.0,1.0,17.0,18.0,5.0,9.0,0.0,2.0,15.0,23.0,8.0,умеренно,средне,ПК,True
a157-fe09161efab7b1f7b9c6-a22be7e9,3,9.0,11.0,0.0,14.0,7.0,14.0,9.0,7.0,7.0,4.0,6.0,7.0,23.0,4.0,7.0,11.0,11.0,5.0,7.0,5.0,очень редко,глубоко,смартфон,True
a161-5f99c9d262148fc63f27-31dee5e4,4,7.0,0.0,0.0,5.0,20.0,16.0,20.0,10.0,18.0,19.0,4.0,9.0,37.0,14.0,10.0,3.0,16.0,9.0,12.0,13.0,редко,поверхностно,ПК,False
a165-aac31c090b73b9a1527b-39843d06,3,4.0,13.0,0.0,6.0,9.0,5.0,7.0,8.0,8.0,12.0,6.0,13.0,8.0,8.0,4.0,6.0,3.0,4.0,1.0,2.0,очень редко,глубоко,ноутбук,False
a17a-a4724807b2d6584411c3-309c70af,3,10.0,12.0,0.0,14.0,4.0,13.0,14.0,16.0,9.0,5.0,5.0,5.0,20.0,5.0,13.0,16.0,8.0,10.0,7.0,10.0,часто,средне,ноутбук,False
a185-84e9d405c0d731ef9d59-5cd5a1ad,3,7.0,15.0,0.0,6.0,2.0,8.0,5.0,3.0,10.0,6.0,1.0,3.0,6.0,11.0,13.0,8.0,7.0,0.0,6.0,2.0,редко,средне,смартфон,True
a18a-fba5e3b52aabc0238267-3f1c4115,4,4.0,10.0,7.0,34.0,13.0,15.0,27.0,6.0,18.0,36.0,9.0,13.0,67.0,6.0,2.0,0.0,28.0,15.0,16.0,25.0,умеренно,поверхностно,ПК,True
a18b-f78ac0d483c517428a3f-0a536c7a,3,12.0,3.0,23.0,11.0,13.0,12.0,1.0,9.0,22.0,6.0,2.0,0.0,11.0,11.0,16.0,4.0,2.0,10.0,4.0,0.0,часто,средне,ПК,False
a18f-1efb0afae6e9ec32ad77-3f30214f,2,25.0,25.0,3.0,7.0,24.0,24.0,15.0,22.0,6.0,16.0,33.0,21.0,0.0,12.0,5.0,29.0,21.0,11.0,9.0,17.0,умеренно,средне,смартфон,True
a196-495d4dacf979da2d37cf-888a004c,4,6.0,5.0,11.0,1.0,13.0,6.0,8.0,5.0,7.0,2.0,0.0,4.0,13.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,редко,поверхностно,ПК,True
a1a6-3284abbe10a9a60e4588-300aefc4,2,10.0,2.0,12.0,2.0,5.0,2.0,7.0,10.0,11.0,11.0,1.0,3.0,0.0,2.0,5.0,3.0,5.0,2.0,5.0,2.0,очень часто,средне,планшет,True
a1ab-85457b2fd87e6c27d69e-7180e087,3,8.0,11.0,0.0,15.0,6.0,19.0,8.0,13.0,9.0,8.0,9.0,6.0,11.0,13.0,14.0,9.0,5.0,2.0,7.0,2.0,редко,поверхностно,смартфон,True
a1b1-a4fb8f4c5129f8e14587-1479dfa7,2,3.0,14.0,4.0,5.0,6.0,10.0,12.0,11.0,1.0,21.0,7.0,1.0,17.0,6.0,5.0,0.0,8.0,7.0,13.0,12.0,редко,поверхностно,смартфон,True
a1b5-2689e33868941a368db0-e1d01b39,4,1.0,3.0,1.0,10.0,10.0,12.0,9.0,1.0,10.0,12.0,2.0,6.0,30.0,0.0,4.0,0.0,10.0,6.0,10.0,4.0,редко,средне,ПК,True
a1c1-e676e149828158a85399-f99e9212,4,13.0,2.0,16.0,9.0,28.0,4.0,11.0,25.0,10.0,5.0,5.0,4.0,22.0,13.0,4.0,15.0,24.0,19.0,0.0,4.0,умеренно,поверхностно,планшет,True
a1c8-49eb7443fcb0e4f3ac14-cf09bbbb,1,7.0,6.0,1.0,2.0,7.0,10.0,8.0,3.0,0.0,6.0,5.0,11.0,2.0,8.0,4.0,2.0,4.0,3.0,5.0,7.0,очень часто,средне,планшет,True
a1c8-d4c90c5d20474cb9f8f8-d6c653f8,4,15.0,5.0,0.0,1.0,18.0,7.0,5.0,17.0,11.0,14.0,8.0,2.0,12.0,10.0,11.0,2.0,16.0,18.0,0.0,7.0,редко,глубоко,ПК,False
a1cc-10826aa0b96ecb3edc88-cf5fba40,4,14.0,8.0,35.0,0.0,28.0,7.0,22.0,18.0,13.0,7.0,14.0,8.0,17.0,19.0,4.0,9.0,22.0,28.0,0.0,4.0,часто,средне,ПК,True
a1cf-74a53986908c41b1d9df-55318c05,1,4.0,10.0,10.0,2.0,9.0,8.0,9.0,2.0,0.0,3.0,5.0,7.0,4.0,9.0,1.0,1.0,0.0,3.0,7.0,8.0,умеренно,поверхностно,смартфон,True
a1e4-8521cae866705e2d5470-531993b1,3,15.0,3.0,21.0,6.0,16.0,8.0,1.0,0.0,7.0,6.0,5.0,1.0,9.0,4.0,9.0,8.0,4.0,11.0,10.0,7.0,редко,поверхностно,ПК,True
a1ea-fe156a12eab93c3d4100-ec37f628,0,10.0,0.0,16.0,11.0,20.0,22.0,6.0,9.0,3.0,8.0,7.0,11.0,0.0,19.0,3.0,14.0,5.0,26.0,21.0,20.0,редко,средне,смартфон,False
a1f7-960ba5bf30e0b1c3acfb-ef0661cd,4,3.0,7.0,0.0,3.0,10.0,5.0,2.0,10.0,8.0,5.0,7.0,2.0,5.0,7.0,5.0,4.0,12.0,11.0,6.0,0.0,очень редко,средне,смартфон,False
a20b-254196fd2ec693e28e64-8b24cfb7,0,3.0,0.0,12.0,6.0,2.0,6.0,9.0,1.0,0.0,2.0,3.0,13.0,8.0,7.0,1.0,2.0,0.0,11.0,6.0,9.0,очень часто,средне,смартфон,False
a210-2932474a1cc546eaa93a-e3141942,0,5.0,13.0,6.0,7.0,20.0,10.0,0.0,9.0,6.0,8.0,17.0,11.0,5.0,2.0,7.0,11.0,10.0,10.0,13.0,8.0,редко,средне,смартфон,False
a229-74cbb3a7f60fb8296129-1ea58b98,0,9.0,2.0,4.0,5.0,6.0,2.0,7.0,6.0,7.0,6.0,2.0,6.0,0.0,8.0,3.0,0.0,7.0,9.0,5.0,6.0,умеренно,поверхностно,смартфон,False
a241-06b34e15b8ef304b2cd8-480f518a,0,1.0,4.0,1.0,10.0,8.0,9.0,0.0,3.0,9.0,7.0,4.0,9.0,1.0,3.0,0.0,4.0,0.0,11.0,9.0,7.0,умеренно,средне,ноутбук,False
a246-d1979da92a035560e2bc-e4a1fc4b,4,10.0,2.0,17.0,5.0,8.0,0.0,0.0,2.0,14.0,0.0,4.0,4.0,7.0,1.0,2.0,5.0,6.0,11.0,9.0,1.0,очень редко,поверхностно,смартфон,True
a247-f7c68fbac6099e1cd7a1-bcd91871,4,20.0,0.0,35.0,25.0,10.0,32.0,28.0,4.0,15.0,13.0,0.0,24.0,42.0,9.0,19.0,18.0,11.0,4.0,23.0,27.0,умеренно,глубоко,смартфон,True
a249-04948cf1b4f5a8fcfc90-566e3c2d,0,8.0,3.0,16.0,26.0,17.0,14.0,7.0,23.0,5.0,10.0,4.0,16.0,24.0,1.0,3.0,0.0,0.0,13.0,4.0,24.0,очень редко,поверхностно,смартфон,False
a24e-f92be51bbc5e22147249-7e011b17,2,11.0,11.0,24.0,13.0,10.0,14.0,6.0,9.0,14.0,6.0,8.0,15.0,5.0,12.0,5.0,7.0,3.0,17.0,17.0,0.0,умеренно,глубоко,смартфон,True
a263-086bb8cc2bf33a1b8492-1e8ad1d6,2,10.0,16.0,0.0,9.0,15.0,13.0,26.0,12.0,5.0,10.0,24.0,15.0,4.0,16.0,6.0,13.0,22.0,4.0,7.0,14.0,умеренно,поверхностно,ПК,True
a264-7a3154b30450e4c7ffa4-59152eac,1,10.0,15.0,0.0,16.0,11.0,8.0,12.0,12.0,8.0,6.0,15.0,14.0,13.0,12.0,8.0,10.0,8.0,8.0,6.0,15.0,редко,средне,смартфон,True
a266-31816267b48273194127-393a2825,2,12.0,11.0,22.0,4.0,17.0,14.0,15.0,21.0,3.0,13.0,16.0,22.0,0.0,16.0,10.0,12.0,6.0,14.0,9.0,9.0,часто,глубоко,ПК,False
a269-3c376a95434c57565df9-57fa786c,4,8.0,5.0,2.0,2.0,3.0,14.0,4.0,10.0,5.0,2.0,7.0,7.0,4.0,2.0,0.0,6.0,11.0,6.0,5.0,4.0,редко,средне,ПК,True
a279-e80a037adea58a0e98bb-de584f6b,3,2.0,5.0,6.0,10.0,1.0,6.0,20.0,11.0,4.0,6.0,9.0,8.0,18.0,6.0,12.0,10.0,14.0,2.0,0.0,6.0,умеренно,поверхностно,ноутбук,False
a279-f8bb194c39371466fb31-f837b1c9,0,21.0,8.0,10.0,14.0,12.0,12.0,17.0,10.0,9.0,12.0,14.0,10.0,5.0,8.0,9.0,5.0,18.0,19.0,35.0,0.0,очень редко,поверхностно,смартфон,False
a289-1a80924870257634b15e-9535dd7b,3,7.0,7.0,37.0,15.0,23.0,20.0,9.0,0.0,19.0,27.0,5.0,4.0,32.0,2.0,31.0,19.0,1.0,25.0,16.0,4.0,редко,поверхностно,ноутбук,True
a29c-7998f6d25520a825061f-1888578d,3,7.0,4.0,7.0,6.0,1.0,6.0,2.0,3.0,9.0,7.0,1.0,6.0,10.0,0.0,7.0,5.0,0.0,15.0,6.0,4.0,редко,глубоко,ПК,True
a2a0-4f64ef9eb566f74aefe4-0c37968a,3,4.0,0.0,8.0,3.0,5.0,6.0,9.0,4.0,14.0,7.0,4.0,0.0,7.0,4.0,5.0,2.0,7.0,4.0,7.0,0.0,очень часто,глубоко,смартфон,True
a2aa-c32c38c9e0cb25cafe16-223d5dbc,2,0.0,18.0,18.0,3.0,10.0,3.0,21.0,6.0,10.0,11.0,13.0,17.0,13.0,10.0,0.0,9.0,0.0,4.0,4.0,3.0,умеренно,поверхностно,ПК,True
a2b7-bcd95f1c2def733b0dbe-91911aa4,2,9.0,1.0,11.0,1.0,2.0,3.0,3.0,10.0,8.0,2.0,8.0,5.0,0.0,5.0,11.0,3.0,4.0,4.0,3.0,7.0,часто,глубоко,смартфон,True
a2bc-ddf402af80892f631833-332cbf95,1,11.0,8.0,0.0,11.0,6.0,15.0,11.0,16.0,4.0,4.0,10.0,4.0,6.0,6.0,3.0,11.0,10.0,4.0,2.0,13.0,очень редко,поверхностно,смартфон,True
a2cf-e52d7b0aa60506082aa0-41fae715,4,11.0,0.0,11.0,15.0,16.0,19.0,9.0,8.0,6.0,18.0,5.0,18.0,25.0,5.0,14.0,6.0,20.0,11.0,28.0,17.0,умеренно,средне,смартфон,True
a2ea-2303f23532d503467b07-b5548c42,0,9.0,0.0,3.0,11.0,3.0,7.0,5.0,0.0,10.0,7.0,4.0,11.0,2.0,2.0,0.0,1.0,5.0,6.0,10.0,4.0,умеренно,средне,смартфон,True
a30f-c94ac477543f90275dab-e2cff84c,4,3.0,7.0,0.0,11.0,5.0,15.0,4.0,5.0,10.0,9.0,3.0,11.0,17.0,4.0,4.0,4.0,8.0,4.0,11.0,4.0,очень редко,поверхностно,ПК,True
a312-862df78ffbdb4e8d52e6-11f5525b,3,4.0,4.0,0.0,6.0,7.0,8.0,3.0,3.0,4.0,7.0,6.0,6.0,5.0,11.0,2.0,6.0,8.0,1.0,7.0,3.0,очень часто,поверхностно,смартфон,False
a31d-b9dc46a637ec8545f900-a8a641ae,4,8.0,0.0,15.0,2.0,3.0,5.0,6.0,4.0,8.0,2.0,5.0,4.0,1.0,0.0,8.0,9.0,8.0,8.0,9.0,2.0,очень редко,средне,планшет,False
a323-df4267f43f90f1ee1fc4-8137c4a5,3,6.0,2.0,19.0,8.0,10.0,6.0,0.0,2.0,8.0,8.0,6.0,0.0,9.0,3.0,6.0,6.0,7.0,5.0,4.0,1.0,очень редко,поверхностно,смартфон,True
a331-7b06b5f3f1cd4c59fcb9-1ff96e00,4,3.0,2.0,17.0,2.0,5.0,5.0,12.0,3.0,6.0,5.0,2.0,9.0,19.0,0.0,2.0,7.0,4.0,2.0,3.0,7.0,очень редко,поверхностно,ноутбук,True
a337-78bdf5bc1f65ac3ccbfa-58d7ec04,4,16.0,11.0,15.0,2.0,16.0,7.0,7.0,7.0,13.0,8.0,2.0,7.0,12.0,2.0,2.0,4.0,10.0,27.0,1.0,0.0,редко,поверхностно,смартфон,False
a338-dcc928779b8cfd00406b-b68e4142,4,3.0,0.0,6.0,11.0,10.0,6.0,3.0,0.0,7.0,10.0,3.0,3.0,22.0,5.0,7.0,3.0,10.0,1.0,6.0,10.0,редко,глубоко,ПК,False
a340-55f3b2ac3427663b2780-28b58d42,2,26.0,15.0,49.0,4.0,15.0,2.0,27.0,20.0,9.0,25.0,7.0,6.0,9.0,0.0,37.0,18.0,3.0,0.0,30.0,21.0,часто,глубоко,смартфон,True
a351-53175eb3069cdee2a2db-30c108f0,3,5.0,4.0,19.0,15.0,5.0,5.0,0.0,5.0,8.0,9.0,0.0,1.0,8.0,7.0,10.0,10.0,4.0,9.0,9.0,4.0,умеренно,поверхностно,смартфон,True
a353-3917faf5fd86123243de-d46b4b7e,3,11.0,12.0,0.0,11.0,4.0,15.0,10.0,19.0,9.0,14.0,5.0,10.0,15.0,11.0,7.0,6.0,11.0,5.0,13.0,4.0,умеренно,средне,смартфон,False
a354-cc0e42d0d1edba5a4aa0-bee78add,2,3.0,12.0,12.0,0.0,19.0,4.0,17.0,22.0,9.0,10.0,25.0,10.0,16.0,11.0,3.0,17.0,12.0,5.0,0.0,15.0,умеренно,глубоко,смартфон,True
a371-c43cf6e5d58aba047703-0886fc39,4,8.0,12.0,0.0,10.0,13.0,8.0,5.0,12.0,7.0,6.0,10.0,2.0,13.0,8.0,2.0,9.0,9.0,23.0,5.0,3.0,редко,поверхностно,ПК,True
a37a-8d6711af2f1ec558a68c-8d45b90f,4,2.0,2.0,1.0,7.0,8.0,10.0,9.0,0.0,4.0,9.0,4.0,6.0,6.0,7.0,10.0,0.0,3.0,4.0,6.0,11.0,очень редко,средне,ПК,False
a39f-99a93092c1ffbc2229d8-0db0051a,4,8.0,8.0,6.0,5.0,14.0,0.0,3.0,12.0,9.0,7.0,0.0,10.0,0.0,6.0,10.0,2.0,7.0,4.0,6.0,6.0,очень редко,средне,смартфон,False
a3a8-9ebcfd88bbbb33740490-42e49eb2,3,9.0,12.0,0.0,11.0,2.0,7.0,6.0,6.0,3.0,9.0,0.0,2.0,13.0,6.0,7.0,7.0,3.0,7.0,3.0,4.0,умеренно,средне,ПК,False
a3ae-ec5c91ad29401bee4e4c-dd05eff2,2,9.0,2.0,22.0,1.0,7.0,0.0,16.0,5.0,3.0,7.0,0.0,4.0,20.0,2.0,5.0,7.0,1.0,5.0,16.0,16.0,редко,средне,ПК,False
a3b1-a4664f75dafef42135e3-20de8fb1,4,7.0,2.0,5.0,7.0,7.0,9.0,5.0,11.0,8.0,9.0,17.0,7.0,0.0,9.0,4.0,7.0,13.0,5.0,3.0,9.0,умеренно,глубоко,смартфон,True
a3b4-a4410b557a31fe95a3c0-776f07fa,3,7.0,3.0,26.0,9.0,7.0,3.0,3.0,0.0,6.0,8.0,0.0,0.0,19.0,0.0,6.0,2.0,6.0,8.0,8.0,4.0,умеренно,глубоко,смартфон,True
a3b8-45e53825ca99b9f63c8b-eef5195a,4,1.0,8.0,0.0,4.0,10.0,9.0,4.0,5.0,8.0,6.0,2.0,5.0,14.0,6.0,5.0,2.0,5.0,4.0,8.0,6.0,редко,средне,смартфон,False
a3bd-a1510472fd7044805cf2-583682be,4,8.0,5.0,11.0,4.0,5.0,12.0,5.0,8.0,8.0,5.0,6.0,6.0,1.0,3.0,4.0,3.0,10.0,6.0,11.0,0.0,очень редко,средне,ноутбук,True
a3cb-9eb940921243c65242b1-7077f7d4,2,4.0,4.0,4.0,10.0,3.0,9.0,6.0,7.0,6.0,6.0,2.0,2.0,7.0,1.0,6.0,0.0,4.0,2.0,6.0,13.0,часто,глубоко,смартфон,True
a3d0-471c79e900743f6cd69b-86cc4368,2,5.0,9.0,22.0,16.0,8.0,18.0,13.0,10.0,0.0,6.0,8.0,12.0,24.0,7.0,0.0,19.0,8.0,8.0,5.0,9.0,редко,средне,ноутбук,False
a3ea-85551724bc3f84f21c1a-6e95c23c,2,31.0,9.0,17.0,24.0,13.0,15.0,25.0,23.0,3.0,38.0,12.0,7.0,0.0,14.0,32.0,4.0,10.0,11.0,27.0,17.0,часто,средне,смартфон,True
a3fc-62451ca5c11ec1c46928-6ae2f929,2,16.0,3.0,25.0,10.0,6.0,9.0,15.0,12.0,5.0,14.0,5.0,8.0,0.0,19.0,8.0,2.0,3.0,1.0,12.0,11.0,часто,поверхностно,ПК,False
a414-93056dc60093127a5541-a5856677,0,23.0,9.0,35.0,7.0,10.0,10.0,2.0,13.0,13.0,17.0,9.0,4.0,0.0,12.0,16.0,10.0,12.0,9.0,20.0,11.0,редко,поверхностно,ПК,False
a418-caa24da8f22c8d15845f-2ee87ebc,3,5.0,0.0,13.0,8.0,4.0,8.0,1.0,1.0,7.0,9.0,1.0,4.0,8.0,0.0,8.0,9.0,0.0,10.0,13.0,3.0,редко,поверхностно,смартфон,False
a41d-2bb6112b1dc2e0732b69-2dab0146,0,9.0,0.0,15.0,18.0,5.0,15.0,2.0,19.0,7.0,1.0,6.0,23.0,0.0,7.0,7.0,3.0,5.0,19.0,31.0,20.0,очень редко,средне,смартфон,False
a423-f6e796cb48d07bd83532-8b2c049b,0,3.0,10.0,4.0,2.0,8.0,8.0,3.0,2.0,3.0,12.0,3.0,6.0,0.0,5.0,7.0,6.0,5.0,7.0,4.0,3.0,часто,поверхностно,смартфон,False
a430-9676e26fa9b11f533e52-43bb0412,4,3.0,5.0,0.0,4.0,1.0,9.0,10.0,5.0,5.0,10.0,4.0,4.0,7.0,8.0,5.0,3.0,5.0,2.0,6.0,5.0,очень часто,средне,ПК,True
a441-6c7e2e1cf2a1e04ec76d-e7ac1e4e,2,14.0,6.0,18.0,7.0,8.0,5.0,7.0,11.0,11.0,10.0,6.0,11.0,0.0,5.0,10.0,9.0,6.0,11.0,13.0,8.0,часто,глубоко,смартфон,False
a448-9227506f02d055051dc5-55784337,2,15.0,6.0,20.0,5.0,4.0,1.0,16.0,21.0,7.0,19.0,8.0,4.0,18.0,1.0,8.0,2.0,0.0,10.0,4.0,10.0,умеренно,глубоко,смартфон,True
a448-f71673804fc35a24752e-10570274,4,6.0,3.0,13.0,17.0,12.0,15.0,21.0,1.0,18.0,10.0,3.0,8.0,32.0,0.0,18.0,8.0,16.0,3.0,10.0,9.0,редко,средне,смартфон,True
a459-0ee6774b4dfc0d40f51e-28d7471f,4,1.0,9.0,0.0,10.0,7.0,23.0,14.0,10.0,10.0,18.0,11.0,15.0,26.0,7.0,12.0,3.0,19.0,14.0,13.0,16.0,редко,средне,ноутбук,True
a465-2a5064708e2b7793ccf9-886f8512,3,8.0,12.0,22.0,15.0,14.0,11.0,0.0,0.0,8.0,6.0,1.0,1.0,24.0,5.0,8.0,3.0,0.0,14.0,8.0,8.0,умеренно,глубоко,смартфон,True
a46d-e420ee2dd867f5e6d205-6512787a,2,19.0,2.0,33.0,2.0,5.0,5.0,19.0,16.0,14.0,11.0,7.0,13.0,0.0,5.0,10.0,14.0,12.0,1.0,24.0,6.0,умеренно,средне,ПК,True
a471-4b382f8daa63cd9baa69-0a4d673d,2,13.0,2.0,25.0,4.0,12.0,3.0,14.0,26.0,7.0,6.0,6.0,11.0,0.0,3.0,8.0,9.0,9.0,4.0,15.0,6.0,умеренно,средне,ноутбук,False
